raw text,text_length,source
"Salutare, prieteni! Daca vreti sa urmariti si povestea mea, cea din spatele videoclipurilor, o puteti face aici: https://www.youtube.com/channel/UCRnRgayyP63jbPQa6ZufXTA",169,https://www.youtube.com/watch?v=yiH0uZhD8gY
"De exemplu, am vista o actiune, iar dupa ceva timp actiune apare in viata mea si se intampla exact la fel, la fel, aceleasi persoane, aceeasi incapere, si imi aduc aminte de vis fix in momentul cand imi dau seama ca am mai vazut asta odata.
De ce, cum se poate sa visez viitorul?!?!?!
Daca ai patit si tu LIKE.",310,https://www.youtube.com/watch?v=yiH0uZhD8gY
Ala de la #2 era Jimmy din la Povesti cu Jimmy. Cineva 2019?,60,https://www.youtube.com/watch?v=yiH0uZhD8gY
"40% dintre comentarii sunt despre LA POVEȘTI CU JIMMY lol , ah , și eu am visat că am căzut în gol",98,https://www.youtube.com/watch?v=yiH0uZhD8gY
1:21 la povesti cu jimmy :)))))),32,https://www.youtube.com/watch?v=yiH0uZhD8gY
like cine îl ştie pe la povești cu Jimmy,40,https://www.youtube.com/watch?v=yiH0uZhD8gY
1:39 ala e jimmy😂,17,https://www.youtube.com/watch?v=yiH0uZhD8gY
"When we all fall asleep
Where do we go

Billie Eilish enter the chat",68,https://www.youtube.com/watch?v=yiH0uZhD8gY
Cine se uita in 2019?,21,https://www.youtube.com/watch?v=yiH0uZhD8gY
Cineva in 2019??,16,https://www.youtube.com/watch?v=yiH0uZhD8gY
Like cine a plâns vreodată în somn,34,https://www.youtube.com/watch?v=yiH0uZhD8gY
La min 1:30 ala e Jimmy ? :)),29,https://www.youtube.com/watch?v=yiH0uZhD8gY
"Fratele meu vorbea in somn
Spunea ''daca iti dau un picior te sparg ''
Era.si varul meu!
A adormit speriat
A fost amuzant😂😂😂",124,https://www.youtube.com/watch?v=yiH0uZhD8gY
I-ai ciordit fețele lui Jimmy de la Povesti cu Jimmy (1:29) 😢,61,https://www.youtube.com/watch?v=yiH0uZhD8gY
"Eu am avut toate fenomenele explicate de tine în somn
Dați like dacă ați avut toate fenomenele explicate dar nu în aceeași noapte",129,https://www.youtube.com/watch?v=yiH0uZhD8gY
1:23 JIMMY,10,https://www.youtube.com/watch?v=yiH0uZhD8gY
"M-am tezit, m-am culcat la loc, apoi mi-am continuat visul!",59,https://www.youtube.com/watch?v=yiH0uZhD8gY
"Eu Mereu Visez Ca, Cad De Pe Stâlp =)) Nu Știu De Ce. Dar Oricum Îmi Place Visul. 🤣🤣🤣😂",86,https://www.youtube.com/watch?v=yiH0uZhD8gY
Is singurul din 2019?,21,https://www.youtube.com/watch?v=yiH0uZhD8gY
La 1:25 aia e figurina de la povesti cu jimmy😂,46,https://www.youtube.com/watch?v=yiH0uZhD8gY
Eu dacă visez ceva nu mereu după câteva zile se întâmplă și îmi aduc aminte de vis,82,https://www.youtube.com/watch?v=yiH0uZhD8gY
Eu cateodata când dorm ma ridic in fund și ma uit pe pereți fără sa știu eu(chestia asta Mi.a zis.o mama),105,https://www.youtube.com/watch?v=yiH0uZhD8gY
