raw text,text_length,source
"MIkey Hash vloger realizat pe a traduce alte vloguri facute in USA , nimeni nu mai stie de el nimic pentru ca urmaritorii lui au inteles de fapt de unde vine inspiratia lui Mikey Hash:)) ar trebui sa isi schimbe numele de scena in copy-paste :))",245,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
S-a reunit cu Tzancă sa reformeze educația din România!,55,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Daca in loc de party era selly cu doua minore legate politia probabil nici nu observa,85,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Mare foamea.,12,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Wtf?! Nu mi a plăcut niciodată de Mikey Hash și acum înțeleg  de ce. Nu i am urmărit activitatea niciodată și nici n am de gând s o fac. Faptul că a fost chemat să comenteze(și nu înțeleg de ce) despre ceva ce a făcut Selly, nu l face deloc mai relevant. Că a început să râdă după ce a fost prezentat materialul postat de el pe yt, denotă ce? Sincer, invidie. Și se vede. 
Băiatul ăsta de 20 de ani e mai inteligent decât mulți care tot vin pe la emisiunea asta.   ""Mesia al educației"" are niște idei la care nu cred ca s a gândit vreunul din voi. Și chiar are influența și inteligența necesară să pună în aplicare. După părerea mea, n a făcut o greșeală colosală, ca să fie nevoie de aceste  comentarii, care sincer amuză publicul.
Sunt atât de multe nereguli în țara asta,  referitoare la încălcările legilor privind pandemia, și fix asta e în top. Și dacă ascultă manele ce? Unde scrie că un om deștept n are voie să asculte manele? Îl face mai inferior?  Trebuie să asculte operă și atât? 
Toți ascultăm pentru că e ceva normal.",1032,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"A spart copilu asta topurile, bravo lui🔝🔥😂😂",43,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Cat de ipocriti sunteti? Isi mai aduce aminte cineva de Esca si cum s a imbolnavit? Ca s a dus la o petrecere in plina pandemie?,128,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Chiar nu pot sa inteleg implicarea lui Mickey in toata aceasta poveste. Probabil e placerea oamenilor de a vorbi despre vietile altora, mai ales cand e vorba despre probleme. Sincer, ridicol. Se citeste frustrarea pe fata lui, pana la urma un baiat de 20 de ani i-a luat locul de mult timp pe aceasta platforma. Celalalt domn care a vorbit despre aceasta problematica, caruia nu i-am retinut numele, incearca sa gaseasca tot felul de teorii in ceea ce priveste actiunile lui Selly. Nu va mai dati atat de filosofi, omul doar si-a tinut ziua de nastere, refuz sa cred ca a planuit totul, fiind o persoana foarte atenta cu propria imagine. Ganditi prea mult subiecte simple, va dati seama ce persoane complexe sunteti voi :)). Din pacate si din fericire, petrecerea aia a fost mai sigura decat multe alte activitati obisnuite, precum mersul cu autobuzul sau mersul la cumparaturi. Majoritatea oamenilor de la petrecere au fost testati, voi cand va intalniti cu familia aveti mai multe sanse sa luati covid. Ipocrizie multa si scandal pentru nimic. Nici nu ma astept la altceva, este vorba de televiziune.",1102,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Doamne mi am retras follow ul de la Hass asta,45,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
E din rubrica lui Mikey  '' nimănui nu-i pasă '' :)),52,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Hashule te cam contrazici cu vlogul tau facut despre același subiect!!,70,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Se vede ca nu mai aveti material de oferit...asa ca intrati in viata fiecarui om...in speranta unor procente...sunteti patetici,127,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Mickey are 60 mill views total si selly 730 mill total , gelozie mare pe hash",77,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"jos Maruta ! noua generatie a spart orice domeniu mai ales aceasta emisiune si multe altele
daca intr-adevar doreai sa descoperi o parere il chemai pe selly sa vorbeasca",169,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"si eu am facut petrecere in pandemie, pe mine de ce nu ma dati la tv?",69,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
26:56 rasul lui Mikey e spatial😂😂😂,34,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
MARUTA NU ESTI IN POSTURA SA DAI LECTII DE MORALITATE.TU TREBUIE SA SPUI CE SPUNE CEL CE TE PLATETE,99,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Hai ca deja tu furi curent . Nici nu a vorbit asa . Si sa iti mai zic ceva cred ca Selly cu filmarea asta si a facut mai multi fani 🤫,133,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Mister pu..a nu selli 🤣🤣🤣,25,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Nimeni nimic: jandarmii încalcă legea  andy popescu asaltat de jandarmi
Ziua lui selly: toate televiziunile on..",112,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Si care ii problema?,20,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
am ajuns sa ma uit si la maruta pe yt,37,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"De la doza de has din 2010, cred ca nu a mai auzit de el nici masa si tacsu de mikey has asta!",94,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Hașule, cum era ""nimăNU-Ipasă""?",31,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Mikey,esti extrem de frustrat.",30,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Lino: ""să graviteze situația""(min 11:00)...Voia sa spuna sa ""agraveze""!😆Ce, mă?!😂",81,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Nu inteleg de ce trebuie sa se vorbeasca despre un subiect de genul asta atat de mult. Oamenii astia n au legatura cu intamplarea asta, dar venim la tv sa ne mai afirmam putin, Doamne in ce lume traim?",201,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
