raw text,text_length,source
Cel mai FIT Președinte din istoria României 😂,45,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"e practic un live,era chiar asa greu ca vaccinul si seringa sa nu dispara o secunda din cadru?ca sa nu aiba nimeni dubii?nu cred..",130,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Baaaaa e siringa care se strange acu,36,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"De frumos e frumos, de destept e frumos.",40,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Care e treaba cu cele doua seringi? E procedura standard?,57,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
ce faceti acolo domnul presedinte? ivomec?,42,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
😂😂😂😂🤣🤣😂🤣 Arnold..de Austria din State  ...https://youtube.com/shorts/kL9NqeMTm7k,80,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Ce muschi are merge la sala,27,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Dozele pentru cei domeniul medical parlament și cei expuși riscului apoi celelalte grupe de vârste.,99,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Erai bun la Alba neagra la roma,31,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Sa vaccinat cu ser fiziologic!!!!!!!,36,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Singurul ser adevărat de pe măsuța aia e spirtul...,51,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Acum o să-i crească 4 mâini probabil,36,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Oamenilor daca sa va uitati atent se vede cipul in șpriț și o sa vedeți ca sora medicala nu a apasat sprițul pina la capat,122,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Nu vă lăsați înșelați,  priviți cu mare atenție,  cobaiul nu e Johanis......dați-vă jos ceața de pe ochi și minte  ....",119,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
ăăăăăă .... ăă....,18,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Să îl facă și pe al meu il donez,32,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Unde arată injecția???? Unde e serul?????,41,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
🤑🤑🤑,3,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
1:40 de ce trage doar aer?:)))))),33,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Arată superbine la 60 de ani.,29,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Eu cred ca vaccinul asta este asa ca sa vada cati se vaccineaza si vor fabrica alti virusi si cine stie cu ce ne vor vaccina dupa....,133,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Nu știu de ce presimt că la anul or să fie din nou alegeri pentru președinte:))),80,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Un cobai util!
Prin 20doidoi o sa fie confirmat de utilitate publica",68,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"ce brate are Presedintele nostru
fibra tot (Y)",46,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
A devenit mutant genetic,24,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Sa dea Dumnezeu sa tragă clopotul după tine cât de repede,57,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Antrenament pt viitoarea pecete.,32,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"- Mai are cineva ceva de spus ? ...
- Doamne ajută... 🤣",55,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
S-a vaccinat prostu cu apă,26,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Bravo tata , uite exemplu. Asa trebuie sa faca un sef de ,,stat,, vezi doamne.  Dar casele alea multe de la Sibiu , le ati achizitionat din salariul de la stat ? Si daca da ,cam cate sute de ani ati strans banii ? Sa stiu ceea ce am de facut in urmatorii 500 ani 😀😀😀",266,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Si in sticluta ce era ????? :)))))))),37,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Stiti cat costa un medicament care nu este Scos pe piata , examplu care te vindeca de cancer , costa in jur de 100.000 de euro,  sunt medicamente in america care se vand cu sute de mii de euro",192,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Zici că e din filmele Matrix,28,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Iohannis se vaccinează contra PSD, cea mai periculoasă ciumă care bântuie în România.",85,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Cine știe ce vaccin a făcut  depinde ce conține flaconul,56,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Si glucoza cica provoaca dependenta,35,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Daca înainte avea fata semi paralizata, acum o sa aiba complet 😂😂",65,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Te aștept dragul meu Werner .. am un loc cald pt tine și pentru Tatucu . Va aștept copii mei 😜,94,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
o tras de fiare nebunu,22,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Acuma sa vedem si bicepsii lui Dragnea,38,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
uata fac rumeinia,17,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Ieși drc ca sa injectat nebunu,30,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Te vaccinat și să ai riscat viața pentru România Te felicit,59,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Ce ai facut terminator?? Te aubdat cu vaselina t 1000 ?,55,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
But like... he fineeeeeeeee as HELL✨✌🏽🤭,39,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
zici ca e caracter din fortnite,31,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Acum daca te-ai vaccinat, mai porti masca?",42,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Și adica acela era fiola de covid 19 Pfizer? De ce era negru pe o parte? Lăsați acum mușchii lui ca nu asta e problema..,120,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Ser fiziologic.....nicidecum  fetusi si  ARN.,45,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
1:39 nu trage nimic în seringă,30,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Presedintele  a dorit sa fie dezvirginat de o asistenta cu un ac .
A reusit tinerelul.👏Felicitari.",98,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Și-a șters svastica de pe brand 🤔🤔🤔,35,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
IoHANIS,7,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Cu vaccin in muschiuletii aia?Nu cred,poate....vitamine!",56,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Arata ca un mercenar antiroman,30,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Se vede clar asistenta bruneta avea seringa deja plina cu o alta substanta si doar se facea ca trage din sticluta.
Ps:are ceva brate ionis.",139,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Guvernantii se vaccineaza cu ser sau vitamine
Prostesc poporul
Sa le fie rusine",79,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Minte eu cred că el a făcut vaccin de viermi nu de sarscovid,60,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Are timp! . Daca nu se mai duce in vacante.. ce sa faca Guvernatorul?? .. Trage de fiare! ..Sa aiba muschi! .. Sa tina de gat Romania jos ..spre distrugere! 
Numai ca ..neamtul asta inca nu stie ca romanii sunt mai blanzi.. pana la punctul critic! Cand si mamaliga va exploda ..din nou!",286,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Și șpagă cine da🤣,17,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Și vaccinul unde este?,22,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Mi se pareare doar mie sau  a luat din sticluță  aer nu lichid?1:45,67,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Am loc de veci de vânzare, zone bune",36,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Ce vaccin este?Der fiziologic sau apa distilata,47,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Ia dat paracetamol lichid !🤣,28,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Seful statului?..,17,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Vitamina c sau... Cite milioane a incasat de la bill sa faca publicitate,72,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
Dai un vaccin cu catran,23,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Românii înainte să se vaccineze președintele: NU MĂ VACCINEZ PÂNĂ NU SE VACCINEAZĂ IOHANNIS!
Tot românii după ce neamțul se vaccinează: Ce braț are mă! 🥵

Morala: Unii români sunt veșnic nemulțumiți. :|",202,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
"Vrajeala de Buftea. Ca sa ne castige increderea, sa fie filmat de aproape , sa se vada CLAR cum se goleste seringa in mana lui. Asta aici... e o besina.",152,https://www.youtube.com/watch?v=064z-JsBv0Q&ab_channel=TVR
